idx,Machine_Name,Item No,working time,Thickness 1(mm),Thickness 2(mm),weld force(bar),weld current(kA),weld Voltage(v),weld time(ms),Thickness 1(mm)_scaled,Thickness 2(mm)_scaled,weld force(bar)_scaled,weld current(kA)_scaled,weld Voltage(v)_scaled,weld time(ms)_scaled,is_anomaly
149,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.61,2.7,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.1710002237700249,2.0187201791607468,0
150,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
151,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.55,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.6284239964375031,-0.090024034987295,0.43649902211044,0
152,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.6,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.13051212937866,0.43649902211044,0
153,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.6,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.13051212937866,0.43649902211044,0
154,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.13051212937866,0.43649902211044,0
155,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.570000000000002,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.426396063260003,-0.13051212937866,-1.1457221349398663,0
156,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.58,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.3253820966712888,-0.13051212937866,0.43649902211044,0
157,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.58,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.3253820966712888,-0.13051212937866,0.43649902211044,0
158,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.590000000000002,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.1710002237700249,-1.1457221349398663,0
159,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.590000000000002,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.1710002237700249,0.43649902211044,0
160,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.55,2.701,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.6284239964375031,-0.13051212937866,-2.727943291990173,0
161,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.55,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-1.6284239964375031,-0.13051212937866,-1.1457221349398663,0
162,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.6,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,-0.090024034987295,0.43649902211044,0
163,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.6,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,-0.090024034987295,0.43649902211044,0
164,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.6,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.3329526013355026,0.43649902211044,0
165,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.6,2.696,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.1233541634938249,-0.3329526013355026,2.0187201791607468,0
166,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.590000000000002,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.090024034987295,-1.1457221349398663,0
167,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.590000000000002,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.2243681300825389,-0.090024034987295,-1.1457221349398663,0
168,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
169,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.61,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-1.0223401969050745,-0.090024034987295,0.43649902211044,0
170,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.590000000000002,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.090024034987295,0.43649902211044,0
171,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.590000000000002,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-1.2243681300825389,-0.090024034987295,0.43649902211044,0
172,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.64,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.2114883181614078,0.43649902211044,0
173,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.64,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.7192982971388961,-0.2114883181614078,0.43649902211044,0
174,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.68,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,0.43649902211044,0
175,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.68,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,-1.1457221349398663,0
176,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.65,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.6182843305501461,-0.13051212937866,-1.1457221349398663,0
177,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.65,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.6182843305501461,-0.13051212937866,-1.1457221349398663,0
178,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.64,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.7192982971388961,-0.13051212937866,-1.1457221349398663,0
179,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.64,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.7192982971388961,-0.13051212937866,-1.1457221349398663,0
180,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.64,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.7192982971388961,-0.13051212937866,0.43649902211044,0
181,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.64,2.701,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.7192982971388961,-0.13051212937866,2.0187201791607468,0
182,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.704,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.0090478462045652,-1.1457221349398663,0
183,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.0090478462045652,0.43649902211044,0
184,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.67,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.4162563973726818,-0.090024034987295,-1.1457221349398663,0
185,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.67,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.4162563973726818,-0.090024034987295,0.43649902211044,0
186,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.660000000000002,2.7,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.517270363961396,-0.1710002237700249,2.0187201791607468,0
187,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.660000000000002,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.517270363961396,-0.1710002237700249,-1.1457221349398663,0
188,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.67,2.695,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.4162563973726818,-0.3734406957268855,0.43649902211044,0
189,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.67,2.695,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.4162563973726818,-0.3734406957268855,0.43649902211044,0
190,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.660000000000002,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.517270363961396,-0.1710002237700249,0.43649902211044,0
191,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.660000000000002,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.517270363961396,-0.1710002237700249,0.43649902211044,0
192,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.68,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.3152424307839317,-0.0090478462045652,0.43649902211044,0
193,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.68,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.3152424307839317,-0.0090478462045652,0.43649902211044,0
194,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.660000000000002,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.517270363961396,0.0314402481868176,0.43649902211044,0
195,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.660000000000002,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.517270363961396,0.0314402481868176,-1.1457221349398663,0
196,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.2114883181614078,-1.1457221349398663,0
197,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.2114883181614078,0.43649902211044,0
198,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.7,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.1132144976064675,-0.0495359405959121,-1.1457221349398663,0
199,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.7,2.7030000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.1132144976064675,-0.0495359405959121,2.0187201791607468,0
200,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.2519764125527727,0.43649902211044,0
201,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.2519764125527727,0.43649902211044,0
202,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.72,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.0888134355709967,-0.0090478462045652,0.43649902211044,0
203,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.72,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.0888134355709967,-0.0090478462045652,0.43649902211044,0
204,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.67,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.4162563973726818,-0.13051212937866,0.43649902211044,0
205,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.67,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.4162563973726818,-0.13051212937866,0.43649902211044,0
206,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.13051212937866,0.43649902211044,0
207,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.13051212937866,0.43649902211044,0
208,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.090024034987295,0.43649902211044,0
209,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.7,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.1132144976064675,-0.090024034987295,-1.1457221349398663,0
210,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.1710002237700249,-1.1457221349398663,0
211,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.71,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-0.0122005310177533,-0.1710002237700249,0.43649902211044,0
212,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.7,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.2114883181614078,-1.1457221349398663,0
213,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.7,2.699,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.2114883181614078,2.0187201791607468,0
214,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.74,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.290841368748461,-0.2114883181614078,0.43649902211044,0
215,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.74,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.290841368748461,-0.2114883181614078,0.43649902211044,0
216,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.72,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.0888134355709967,-0.13051212937866,0.43649902211044,0
217,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.72,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.0888134355709967,-0.13051212937866,0.43649902211044,0
218,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.71,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,-0.090024034987295,0.43649902211044,0
219,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.71,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,-0.090024034987295,-1.1457221349398663,0
220,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.0090478462045652,0.43649902211044,0
221,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.0090478462045652,0.43649902211044,0
222,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.68,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,-1.1457221349398663,0
223,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.68,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.3152424307839317,-0.1710002237700249,0.43649902211044,0
224,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.7,2.699,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,-0.2114883181614078,-2.727943291990173,0
225,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.7,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,-0.2114883181614078,-1.1457221349398663,0
226,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.71,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,-0.2114883181614078,0.43649902211044,0
227,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.71,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,-0.2114883181614078,0.43649902211044,0
228,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.67,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.4162563973726818,-0.3329526013355026,0.43649902211044,0
229,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.67,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.4162563973726818,-0.3329526013355026,0.43649902211044,0
230,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.67,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.4162563973726818,0.0314402481868176,-1.1457221349398663,0
231,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.67,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.4162563973726818,0.0314402481868176,0.43649902211044,0
232,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.0090478462045652,0.43649902211044,0
233,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.704,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.0090478462045652,-1.1457221349398663,0
234,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.7,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,-0.090024034987295,0.43649902211044,0
235,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.7,2.702,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,-0.090024034987295,-2.727943291990173,0
236,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.74,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.090024034987295,-1.1457221349398663,0
237,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.74,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.090024034987295,0.43649902211044,0
238,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.73,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,-0.13051212937866,0.43649902211044,0
239,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.73,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,-0.13051212937866,0.43649902211044,0
240,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.74,2.695,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.3734406957268855,2.0187201791607468,0
241,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.74,2.695,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.3734406957268855,-1.1457221349398663,0
242,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.71,2.699,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,-0.2114883181614078,-1.1457221349398663,0
243,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.71,2.699,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,-0.2114883181614078,0.43649902211044,0
244,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.13051212937866,0.43649902211044,0
245,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.33,14.73,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.13051212937866,0.43649902211044,0
246,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,0.0314402481868176,0.43649902211044,0
247,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.32,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,0.0314402481868176,0.43649902211044,0
248,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.71,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.0122005310177533,-0.0495359405959121,0.43649902211044,0
249,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.71,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.0122005310177533,-0.0495359405959121,0.43649902211044,0
250,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.72,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.0314402481868176,-1.1457221349398663,0
251,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.72,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.0314402481868176,-1.1457221349398663,0
252,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.73,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.13051212937866,-1.1457221349398663,0
253,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.31,14.73,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.13051212937866,-1.1457221349398663,0
254,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3,14.74,2.701,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.290841368748461,-0.13051212937866,-1.1457221349398663,0
255,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3,14.74,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.290841368748461,-0.13051212937866,0.43649902211044,0
256,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.77,2.7,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.5938832685146753,-0.1710002237700249,2.0187201791607468,0
257,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.77,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.5938832685146753,-0.1710002237700249,-1.1457221349398663,0
258,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.74,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,0.290841368748461,-0.1710002237700249,0.43649902211044,0
259,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.74,2.7,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,0.290841368748461,-0.1710002237700249,-1.1457221349398663,0
260,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.74,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.290841368748461,-0.13051212937866,0.43649902211044,0
261,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.35,14.74,2.701,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.290841368748461,-0.13051212937866,2.0187201791607468,0
262,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.34,14.71,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.0122005310177533,-0.090024034987295,-1.1457221349398663,0
263,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.6,2.693,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,-0.4544168845096153,0.43649902211044,0
264,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.61,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.0223401969050745,-0.2519764125527727,0.43649902211044,0
265,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.61,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.0223401969050745,-0.2519764125527727,-1.1457221349398663,0
266,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.62,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.9213262303163604,-0.1710002237700249,0.43649902211044,0
267,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.62,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-0.9213262303163604,-0.1710002237700249,0.43649902211044,0
268,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.6,2.7060000000000004,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,0.0719283425782006,-1.1457221349398663,0
269,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.3600000000000003,14.6,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,-1.1233541634938249,0.0719283425782006,0.43649902211044,0
270,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.61,2.707,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.0223401969050745,0.1124164369695475,-2.727943291990173,0
271,Spot-01,65235-25800,2020-04-07,0.7,0.7,2.37,14.61,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.2870552783429092,-1.0223401969050745,0.1124164369695475,-1.1457221349398663,0
